player_id,short_name,long_name,player_positions,overall,potential,value_eur,wage_eur,age,dob,height_cm,weight_kg,league_id,league_name,club_team_id,club_name,club_position,club_jersey_number,club_loaned_from,club_joined_date,club_contract_valid_until_year,nationality_id,nationality_name,nation_position,nation_jersey_number,preferred_foot,weak_foot,skill_moves,international_reputation,body_type,release_clause_eur,player_tags,player_traits,pace,shooting,passing,dribbling,defending,physic,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking_awareness,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,goalkeeping_speed,ls,st,rs,lw,lf,cf,rf,rw,lam,cam,ram,lm,lcm,cm,rcm,rm,lwb,ldm,cdm,rdm,rwb,lb,lcb,cb,rcb,rb,gk
72754,Luis Guilherme,Luis Guilherme Lira dos Santos,"RM, LM, CAM, RW",71,84,4400000,26000,19,2/9/2006,175,71,13.0,Premier League,19.0,West Ham United,RES,17.0,,6/14/2024,2029.0,54,Brazil,,,Left,4,4,1,Normal (170-185),11100000.0,,Rapid,76.0,62.0,64.0,75.0,33.0,58.0,68,64,55,64,62,77,69,51,62,75,75,76,75,74,64,66,70,55,66,53,38,19,66,64,60,70,32,33,38,9,7,14,15,11,,67+2,67+2,67+2,70+0,69+0,69+0,69+0,70+0,69+2,69+2,69+2,70+2,62+2,62+2,62+2,70+2,54+2,50+2,50+2,50+2,54+2,51+2,45+2,45+2,45+2,51+2,18+2
266041,L. Koleosho,Luca Warrick Daeovie Koleosho,"LM, RM, LW",72,82,5000000,27000,20,9/15/2004,175,67,53.0,La Liga,452.0,RCD Espanyol,SUB,16.0,Burnley,,2026.0,27,Italy,,,Right,4,3,1,Lean (170-185),,#Speedster,"Rapid, Quick Step",91.0,63.0,63.0,74.0,30.0,51.0,66,64,49,64,56,75,65,47,56,72,92,91,86,66,79,66,59,67,40,62,56,26,66,67,51,61,29,30,26,14,11,9,13,7,,66+2,66+2,66+2,72+0,70+0,70+0,70+0,72+0,70+2,70+2,70+2,71+2,62+2,62+2,62+2,71+2,55+2,49+2,49+2,49+2,55+2,51+2,41+2,41+2,41+2,51+2,17+2
269116,K. Lisztes,Krisztián Lisztes,"CAM, CM",67,79,2500000,7000,20,5/6/2005,183,72,64.0,Nemzeti Bajnokság I,1874.0,Ferencvárosi Torna Club,RES,76.0,,7/1/2024,2029.0,23,Hungary,,,Right,4,3,1,Lean (170-185),6000000.0,,Incisive Pass,71.0,66.0,61.0,70.0,42.0,61.0,57,68,57,63,59,71,52,51,65,70,75,67,73,65,63,67,69,56,60,65,67,34,68,65,57,62,38,45,47,9,5,6,5,8,,66+2,66+2,66+2,67+0,68+0,68+0,68+0,67+0,67+2,67+2,67+2,66+2,63+2,63+2,63+2,66+2,55+2,55+2,55+2,55+2,55+2,53+2,51+2,51+2,51+2,53+2,13+2
266050,J. Ceesay,Jesper Ismaila Ceesay,"CM, CDM",66,74,1900000,5000,23,10/20/2001,193,80,68.0,Süper Lig,741.0,Antalyaspor,LDM,23.0,,8/12/2025,2028.0,116,Gambia,,,Right,3,2,1,Lean (185+),4200000.0,,Aerial Fortress,68.0,54.0,63.0,64.0,63.0,69.0,58,55,59,69,47,60,48,36,65,68,61,73,72,67,47,55,67,73,70,56,62,65,63,64,35,64,61,66,63,15,6,7,6,8,,62+2,62+2,62+2,63+0,63+0,63+0,63+0,63+0,64+2,64+2,64+2,64+2,66+2,66+2,66+2,64+2,65+2,66+2,66+2,66+2,65+2,65+2,65+2,65+2,65+2,65+2,15+2
262981,L. Fiorini,Lewis Paul Fiorini,"CM, CDM",64,71,1200000,1000,23,5/17/2002,178,68,60.0,League One,1931.0,Stockport County,SUB,18.0,,7/2/2024,2027.0,42,Scotland,,,Right,3,3,1,Lean (170-185),2300000.0,,,65.0,59.0,60.0,66.0,55.0,59.0,51,57,48,65,50,65,57,46,63,65,68,62,70,63,80,58,54,73,52,66,58,57,62,64,55,65,52,58,54,9,8,15,12,10,,60+2,60+2,60+2,63+0,63+0,63+0,63+0,63+0,64+2,64+2,64+2,63+2,64+2,64+2,64+2,63+2,60+2,61+2,61+2,61+2,60+2,59+2,56+2,56+2,56+2,59+2,16+2
279881,E. Akman,Efe Akman,"CDM, CM",62,79,975000,1000,19,3/20/2006,175,69,54.0,La Liga 2,114554.0,FC Andorra,RES,8.0,,9/2/2025,2029.0,48,Turkey,,,Right,3,3,1,Normal (170-185),2100000.0,,Tiki Taka,73.0,56.0,62.0,72.0,55.0,54.0,52,52,39,68,33,74,46,54,64,70,81,66,81,60,76,67,48,65,43,58,69,58,62,66,59,56,60,53,54,8,6,11,11,13,,59+2,59+2,59+2,66+0,65+0,65+0,65+0,66+0,67+2,67+2,67+2,66+2,65+2,65+2,65+2,66+2,61+2,61+2,61+2,61+2,61+2,60+2,55+2,55+2,55+2,60+2,15+2
244824,I. Núñez,Ignacio Antonio Núñez Estrada,CM,65,68,925000,5000,26,1/15/1999,170,66,335.0,Primera Division,110977.0,Unión Española,RES,14.0,,1/1/2018,2025.0,55,Chile,,,Right,3,2,1,Normal (170-),2100000.0,,,72.0,55.0,65.0,63.0,53.0,72.0,65,52,36,69,37,60,48,45,67,64,71,72,71,62,81,62,61,86,71,63,58,60,58,68,39,58,54,55,48,8,7,6,15,8,,58+2,58+2,58+2,63+0,62+0,62+0,62+0,63+0,64+2,64+2,64+2,65+2,65+2,65+2,65+2,65+2,64+2,63+2,63+2,63+2,64+2,61+2,57+2,57+2,57+2,61+2,15+2
221534,G. O'Neill,Gary O'Neill,"CM, CDM",61,61,325000,600,30,1/27/1995,180,73,65.0,Premier Division,306.0,Shamrock Rovers,CDM,16.0,,7/1/2019,2025.0,25,Republic of Ireland,,,Right,3,2,1,Normal (170-185),504000.0,,,50.0,54.0,62.0,59.0,60.0,69.0,59,50,53,65,51,54,59,58,63,63,50,50,60,61,64,61,58,72,68,56,70,61,54,60,63,68,62,60,59,13,12,13,14,11,,56+2,56+2,56+2,57+0,57+0,57+0,57+0,57+0,59+2,59+2,59+2,58+2,61+0,61+0,61+0,58+2,61+0,63+-2,63+-2,63+-2,61+0,60+1,61+0,61+0,61+0,60+1,18+2
259423,Iván Azón,Iván Azón Monzón,ST,69,78,3200000,34000,22,12/24/2002,181,84,14.0,Championship,94.0,Ipswich Town,SUB,31.0,Como,,2026.0,45,Spain,,,Right,2,2,1,Stocky (170-185),,,"Precision Header, Press Proven",74.0,68.0,53.0,62.0,38.0,80.0,35,71,75,66,62,62,36,44,46,63,73,74,58,59,74,70,89,74,84,61,76,32,69,58,64,58,34,37,28,6,8,14,13,12,,69+2,69+2,69+2,62+0,66+0,66+0,66+0,62+0,63+2,63+2,63+2,62+2,59+2,59+2,59+2,62+2,50+2,52+2,52+2,52+2,50+2,49+2,52+2,52+2,52+2,49+2,15+2
269155,Matheus Índio,Matheus Salgueiro Pains,"CDM, CM",67,72,1400000,4000,25,8/27/1999,182,80,2012.0,Super League,131488.0,Qingdao West Coast FC,LDM,23.0,,7/1/2022,2026.0,54,Brazil,,,Right,2,2,1,Normal (170-185),2300000.0,,,74.0,49.0,57.0,65.0,63.0,76.0,49,50,52,65,34,62,43,47,62,67,72,76,77,63,74,60,71,81,75,44,71,63,37,53,43,54,62,67,65,10,6,8,5,13,,57+2,57+2,57+2,59+0,58+0,58+0,58+0,59+0,59+2,59+2,59+2,61+2,61+2,61+2,61+2,61+2,65+2,66+2,66+2,66+2,65+2,65+2,65+2,65+2,65+2,65+2,14+2
79972,G. Parlanti,Gabriele Parlanti,"CM, CAM",64,76,1400000,750,21,1/28/2004,181,74,32.0,Serie B,112493.0,Carrarese,RES,77.0,,7/15/2025,2028.0,27,Italy,,,Right,3,2,1,Normal (170-185),2500000.0,,,69.0,59.0,64.0,64.0,58.0,59.0,64,59,44,69,45,62,58,50,62,64,69,69,70,66,64,68,51,68,54,58,64,58,63,64,44,60,59,60,58,8,8,10,8,9,,61+2,61+2,61+2,64+0,64+0,64+0,64+0,64+0,64+2,64+2,64+2,65+2,64+2,64+2,64+2,65+2,63+2,62+2,62+2,62+2,63+2,62+2,58+2,58+2,58+2,62+2,15+2
224618,Lin Chuangyi,Lin Chuangyi林创益,"CM, CDM",57,57,130000,2000,32,1/28/1993,178,72,2012.0,Super League,131173.0,Qingdao Hainiu FC,SUB,8.0,,1/16/2025,2026.0,155,China PR,,,Right,2,3,1,Lean (170-185),202000.0,,First Touch,66.0,56.0,55.0,58.0,59.0,65.0,47,55,60,58,53,56,60,51,56,55,69,63,75,56,69,59,69,65,64,55,66,60,56,59,58,56,57,60,58,10,14,15,11,8,,58+-1,58+-1,58+-1,57+0,57+0,57+0,57+0,57+0,58+-1,58+-1,58+-1,57+0,57+0,57+0,57+0,57+0,58+-1,59+-2,59+-2,59+-2,58+-1,59+-2,60+-3,60+-3,60+-3,59+-2,16+2
252016,D. Waidner,Dennis Waidner,"CDM, CM, LB",64,69,800000,500,24,2/8/2001,178,68,2076.0,3. Liga,110501.0,SC Verl,CDM,8.0,,7/1/2025,2027.0,21,Germany,,,Right,3,2,1,Lean (170-185),1200000.0,,Anticipate,67.0,53.0,57.0,64.0,64.0,61.0,59,55,59,63,44,59,49,30,55,63,69,66,79,64,81,56,61,80,52,50,60,62,63,54,33,58,62,67,65,10,15,15,12,15,,59+2,59+2,59+2,61+0,60+0,60+0,60+0,61+0,61+2,61+2,61+2,62+2,61+2,61+2,61+2,62+2,65+2,63+2,63+2,63+2,65+2,65+2,62+2,62+2,62+2,65+2,19+2
263029,Ros,Juan Antonio Ros Martínez,"CB, CDM, CM",69,70,1300000,8000,29,3/15/1996,188,76,2012.0,Super League,111774.0,Tianjin Jinmen Tiger,CB,37.0,,2/11/2025,2026.0,45,Spain,,,Left,4,2,1,Lean (185+),2100000.0,,"Precision Header, Long Ball Pass, Aerial Fortress",69.0,47.0,59.0,60.0,69.0,75.0,52,45,70,66,39,55,42,39,65,62,74,65,70,64,56,59,83,71,80,42,65,69,44,59,49,68,68,69,67,5,9,10,5,9,,57+2,57+2,57+2,57+0,57+0,57+0,57+0,57+0,59+2,59+2,59+2,59+2,61+2,61+2,61+2,59+2,65+2,67+2,67+2,67+2,65+2,66+2,69+1,69+1,69+1,66+2,13+2
266871,L. Warrington,Lewis Wesley Warrington,"CDM, CM",63,71,1000000,850,22,10/10/2002,175,75,61.0,League Two,1803.0,Walsall,CDM,28.0,,8/1/2025,2027.0,14,England,,,Right,3,2,1,Normal (170-185),2000000.0,,,66.0,51.0,60.0,64.0,60.0,65.0,48,48,59,65,37,61,49,48,65,64,65,67,83,57,74,58,66,73,62,55,64,59,58,63,48,59,56,63,61,13,9,14,9,6,,58+2,58+2,58+2,60+0,60+0,60+0,60+0,60+0,62+2,62+2,62+2,61+2,63+2,63+2,63+2,61+2,61+2,62+2,62+2,62+2,61+2,61+2,61+2,61+2,61+2,61+2,15+2
236675,K. Jakob,Kilian Jakob,"LM, LB, RM",66,66,900000,1000,27,1/25/1998,183,72,2076.0,3. Liga,33.0,TSV 1860 München,SUB,18.0,,7/1/2025,2027.0,21,Germany,,,Left,3,2,1,Lean (170-185),1300000.0,,,80.0,47.0,61.0,65.0,58.0,66.0,66,43,59,66,40,65,47,39,60,68,77,83,69,61,66,54,72,75,63,49,63,59,58,59,43,49,59,57,58,14,7,14,6,8,,59+2,59+2,59+2,64+0,62+0,62+0,62+0,64+0,62+2,62+2,62+2,65+1,62+2,62+2,62+2,65+1,65+1,62+2,62+2,62+2,65+1,64+2,61+2,61+2,61+2,64+2,15+2
260739,M. Alonso,Máximo David Alonso Fontes,"LM, RM, LW",66,75,1900000,5000,22,7/5/2002,177,73,2017.0,División de Fútbol Profesional,131795.0,San Antonio Bulo Bulo,SUB,11.0,,7/7/2025,2027.0,60,Uruguay,,,Left,2,3,1,Lean (170-185),4500000.0,,Rapid,82.0,60.0,61.0,67.0,43.0,54.0,71,61,48,61,63,68,67,68,54,65,82,82,80,55,66,55,59,69,47,59,49,55,59,53,63,47,29,50,39,7,10,15,12,6,,60+2,60+2,60+2,66+0,63+0,63+0,63+0,66+0,62+2,62+2,62+2,65+2,59+2,59+2,59+2,65+2,59+2,53+2,53+2,53+2,59+2,57+2,48+2,48+2,48+2,57+2,14+2
228744,J. Valencia,Jhojan Manuel Valencia Jiménez,"CDM, CM, CB",67,67,900000,5000,28,7/27/1996,172,73,335.0,Primera Division,110975.0,Universidad Católica,RCM,20.0,,1/1/2025,2025.0,56,Colombia,,,Right,3,2,1,Normal (170-185),1200000.0,,,66.0,52.0,62.0,66.0,62.0,68.0,49,46,45,72,36,65,36,36,68,66,64,68,73,63,78,60,59,78,64,58,67,58,58,65,56,59,66,67,64,6,12,6,8,10,,58+2,58+2,58+2,62+0,62+0,62+0,62+0,62+0,64+2,64+2,64+2,63+2,66+1,66+1,66+1,63+2,64+2,66+1,66+1,66+1,64+2,64+2,63+2,63+2,63+2,64+2,15+2
214924,J. McGhee,Jordan McGhee,"RB, CB",66,66,775000,3000,28,7/24/1996,183,77,50.0,Premiership,83.0,Motherwell FC,RES,6.0,,7/1/2025,2027.0,42,Scotland,,,Right,3,2,1,Lean (170-185),1400000.0,,,56.0,54.0,58.0,58.0,66.0,71.0,59,52,68,63,39,55,53,40,58,61,54,57,54,63,60,60,70,74,71,58,67,66,56,55,48,60,64,66,65,10,15,15,15,16,,59+2,59+2,59+2,57+0,58+0,58+0,58+0,57+0,58+2,58+2,58+2,59+2,61+2,61+2,61+2,59+2,63+2,64+2,64+2,64+2,63+2,64+2,66+0,66+0,66+0,64+2,19+2
230288,Gustavo Pastinho,Gustavo Patrick Pastor Pombo,"ST, RM",67,67,1000000,11000,29,2/29/1996,183,75,7.0,Série A,1048.0,Internacional,SUB,19.0,,6/18/2025,2028.0,54,Brazil,,,Right,3,3,1,Lean (170-185),2200000.0,,Rapid,81.0,69.0,54.0,73.0,33.0,66.0,68,77,46,50,67,74,45,62,49,73,83,80,73,63,65,50,70,71,70,73,50,41,71,52,63,72,18,37,35,10,8,12,9,12,,67+0,67+0,67+0,70+-3,68+-1,68+-1,68+-1,70+-3,66+1,66+1,66+1,68+-1,59+2,59+2,59+2,68+-1,55+2,49+2,49+2,49+2,55+2,52+2,45+2,45+2,45+2,52+2,16+2
72869,E. Cafarquliyev,Elvin Eldar oğlu Cəfərquliyev,"LB, LM, CM",68,73,1700000,8000,24,10/26/2000,180,77,313.0,Premyer Liqa,113888.0,Qarabağ FK,SUB,44.0,,7/1/2019,2026.0,5,Azerbaijan,,,Left,3,3,1,Normal (170-185),3800000.0,,,72.0,50.0,63.0,69.0,63.0,63.0,71,51,51,64,32,71,59,34,62,70,73,71,65,67,64,59,65,63,61,47,68,64,58,64,31,59,63,67,65,10,10,8,12,7,,60+2,60+2,60+2,65+0,64+0,64+0,64+0,65+0,64+2,64+2,64+2,66+2,64+2,64+2,64+2,66+2,67+2,65+2,65+2,65+2,67+2,66+2,64+2,64+2,64+2,66+2,16+2
238270,A. Erlingmark,Jan August Erlingmark,"CB, CDM",66,69,975000,2000,27,4/22/1998,189,80,56.0,Allsvenskan,319.0,IFK Göteborg,LCB,3.0,,7/9/2024,2029.0,46,Sweden,,,Right,3,2,1,Normal (185+),1300000.0,,,62.0,55.0,57.0,60.0,64.0,75.0,49,52,68,65,39,56,41,33,57,63,54,69,61,65,63,66,71,74,74,57,79,64,60,59,44,59,66,63,59,10,11,9,14,12,,61+2,61+2,61+2,59+0,60+0,60+0,60+0,59+0,60+2,60+2,60+2,60+2,62+2,62+2,62+2,60+2,62+2,65+2,65+2,65+2,62+2,63+2,66+2,66+2,66+2,63+2,17+2
258494,Larrubia,David Larrubia Romano,"RM, ST, RW",69,78,3100000,4000,23,4/20/2002,172,59,54.0,La Liga 2,573.0,Málaga CF,RM,10.0,,7/1/2019,2027.0,45,Spain,,,Left,4,3,1,Lean (170-185),5400000.0,,"Finesse Shot, Inventive",69.0,63.0,66.0,72.0,38.0,52.0,66,65,51,69,57,72,64,52,65,70,73,65,82,63,83,63,57,63,46,64,52,30,64,66,55,67,42,34,37,11,11,14,9,12,,63+2,63+2,63+2,68+0,67+0,67+0,67+0,68+0,68+2,68+2,68+2,68+2,63+2,63+2,63+2,68+2,55+2,52+2,52+2,52+2,55+2,52+2,45+2,45+2,45+2,52+2,17+2
243923,L. Costa,Logan Evans Costa,CB,77,84,19500000,30000,24,4/1/2001,190,85,53.0,La Liga,483.0,Villarreal CF,RES,2.0,,8/22/2024,2030.0,104,Cape Verde,,,Right,3,2,1,Lean (185+),44900000.0,,Long Ball Pass,60.0,40.0,59.0,67.0,77.0,78.0,55,38,79,75,27,68,48,31,68,70,59,60,56,74,55,59,82,75,79,33,77,75,28,40,39,75,77,78,77,6,12,13,7,7,,57+2,57+2,57+2,57+0,56+0,56+0,56+0,57+0,58+2,58+2,58+2,60+2,63+2,63+2,63+2,60+2,71+2,73+2,73+2,73+2,71+2,72+2,77+2,77+2,77+2,72+2,16+2
70111,W. Milovanović,William Milovanovic,"CM, CDM, CAM",65,73,1600000,1000,23,5/6/2002,181,75,56.0,Allsvenskan,111594.0,GAIS,SUB,8.0,,1/8/2024,2027.0,46,Sweden,,,Right,3,2,1,Normal (170-185),2300000.0,,,63.0,58.0,63.0,62.0,61.0,65.0,58,59,51,68,50,62,58,40,66,63,60,66,55,65,63,58,61,69,64,58,64,64,62,63,46,61,58,65,61,11,11,10,9,9,,60+2,60+2,60+2,62+0,62+0,62+0,62+0,62+0,63+2,63+2,63+2,63+2,65+2,65+2,65+2,63+2,63+2,64+2,64+2,64+2,63+2,63+2,62+2,62+2,62+2,63+2,16+2
233710,L. Di Yorio,Lucas Gabriel Di Yorio,ST,73,73,3100000,26000,28,11/22/1996,190,86,335.0,Primera Division,15029.0,Universidad de Chile,ST,18.0,,2/6/2024,2027.0,52,Argentina,,,Right,3,3,1,Lean (185+),6800000.0,,"Finesse Shot, Enforcer",81.0,70.0,60.0,67.0,31.0,70.0,52,75,76,67,57,66,44,46,55,68,75,86,71,68,54,74,89,69,80,58,39,24,75,66,68,68,26,25,32,14,5,10,7,6,,73+0,73+0,73+0,69+0,70+0,70+0,70+0,69+0,68+2,68+2,68+2,68+2,62+2,62+2,62+2,68+2,52+2,49+2,49+2,49+2,52+2,50+2,46+2,46+2,46+2,50+2,15+2
234222,Cho Young Wook,Young-wook Cho조영욱,"ST, LW, RM, LM",63,65,600000,3000,26,2/5/1999,178,73,83.0,K League 1,982.0,FC Seoul,ST,9.0,,1/5/2018,2028.0,167,South Korea,,,Right,4,4,1,Normal (170-185),795000.0,,Power Shot,79.0,63.0,57.0,66.0,28.0,68.0,54,59,56,58,62,64,67,55,54,62,78,80,84,61,85,70,73,78,65,64,64,30,63,59,63,59,33,19,12,13,10,12,10,10,,63+2,63+2,63+2,64+0,63+0,63+0,63+0,64+0,63+2,63+2,63+2,63+2,57+2,57+2,57+2,63+2,49+2,47+2,47+2,47+2,49+2,46+2,42+2,42+2,42+2,46+2,16+2
273651,J. Quansah,Jarell Amorin Quansah,CB,75,83,12000000,46000,22,1/28/2003,190,80,19.0,Bundesliga,32.0,Bayer 04 Leverkusen,CB,4.0,,1/28/2021,2030.0,14,England,,,Right,3,2,1,Lean (185+),22800000.0,,Slide Tackle,70.0,34.0,59.0,68.0,74.0,75.0,38,26,74,71,41,69,48,37,74,71,66,73,53,71,56,54,82,64,79,28,75,73,36,54,45,76,75,74,76,9,6,11,9,9,,55+2,55+2,55+2,57+0,57+0,57+0,57+0,57+0,59+2,59+2,59+2,60+2,64+2,64+2,64+2,60+2,67+2,72+2,72+2,72+2,67+2,69+2,75+2,75+2,75+2,69+2,15+2
239091,L. Grgić,Lukas Grgić,"CDM, CM",68,68,1000000,9000,29,8/17/1995,183,79,80.0,Bundesliga,254.0,SK Rapid,SUB,8.0,,8/6/2023,2026.0,4,Austria,,,Left,3,2,1,Normal (170-185),1500000.0,,,67.0,44.0,60.0,62.0,65.0,82.0,55,36,63,65,29,61,34,38,64,64,63,70,56,63,62,56,78,84,83,54,77,67,48,65,44,63,65,66,64,11,10,14,12,6,,56+2,56+2,56+2,58+0,58+0,58+0,58+0,58+0,60+2,60+2,60+2,61+2,64+2,64+2,64+2,61+2,66+2,67+1,67+1,67+1,66+2,66+2,68+0,68+0,68+0,66+2,16+2
79093,M. Dagasso,Matteo Dagasso,"CM, CAM",68,78,2700000,1000,21,4/1/2004,175,71,32.0,Serie B,200.0,Pescara,LCM,8.0,,7/1/2023,2029.0,27,Italy,,,Left,2,2,1,Normal (170-185),4700000.0,,Inventive,64.0,59.0,66.0,72.0,43.0,57.0,42,52,43,74,58,72,67,62,71,75,69,60,74,56,74,67,51,68,53,64,57,39,65,72,58,64,34,56,41,10,7,10,12,14,,61+2,61+2,61+2,65+0,66+0,66+0,66+0,65+0,69+2,69+2,69+2,66+2,68+2,68+2,68+2,66+2,55+2,58+2,58+2,58+2,55+2,53+2,49+2,49+2,49+2,53+2,16+2
240632,A. Burke-Gilroy,Antonee Alan Burke-Gilroy,"LB, RB, RM",63,63,475000,2000,27,10/3/1997,170,70,351.0,A-League Men,111395.0,Brisbane Roar,RB,21.0,,11/9/2023,2026.0,195,Australia,,,Right,4,2,1,Lean (170-),594000.0,,Slide Tackle,82.0,50.0,57.0,63.0,54.0,67.0,57,45,46,58,42,60,60,49,55,60,78,85,80,60,87,59,66,73,65,54,64,54,50,57,45,58,54,56,57,8,6,12,13,12,,56+2,56+2,56+2,60+0,58+0,58+0,58+0,60+0,59+2,59+2,59+2,61+2,58+2,58+2,58+2,61+2,61+2,58+2,58+2,58+2,61+2,61+2,57+2,57+2,57+2,61+2,15+2
231932,L. Chhangte,Lallianzuala Chhangte,"RW, LM, LW, RM",66,66,850000,2000,28,6/8/1997,167,61,2149.0,Super League,113300.0,Mumbai City FC,RW,7.0,,6/28/2022,2027.0,159,India,,,Left,3,3,1,Normal (170-),1100000.0,,"Low Driven Shot, Rapid, Quick Step",87.0,57.0,64.0,65.0,37.0,63.0,60,57,44,72,53,62,55,50,61,62,90,85,85,58,78,60,72,80,56,55,56,38,62,60,52,55,39,32,38,13,13,8,7,14,,61+2,61+2,61+2,66+0,64+0,64+0,64+0,66+0,65+1,65+1,65+1,66+0,61+2,61+2,61+2,66+0,57+2,53+2,53+2,53+2,57+2,55+2,46+2,46+2,46+2,55+2,17+2
262398,Z. Eddahchouri,Zakaria Eddahchouri,ST,68,73,1800000,4000,25,5/11/2000,187,78,54.0,La Liga 2,242.0,RC Deportivo de La Coruña,ST,9.0,,1/30/2025,2028.0,34,Netherlands,,,Right,3,3,1,Lean (185+),3000000.0,,,64.0,68.0,64.0,65.0,43.0,58.0,52,70,70,70,62,66,56,52,68,66,64,64,62,67,59,68,70,50,63,68,52,34,69,67,61,61,44,38,41,9,10,10,11,14,,68+2,68+2,68+2,66+0,67+0,67+0,67+0,66+0,67+2,67+2,67+2,65+2,64+2,64+2,64+2,65+2,53+2,54+2,54+2,54+2,53+2,52+2,51+2,51+2,51+2,52+2,17+2
274195,A. Torrico,Andrés Torrico Franco,"LM, RM, LB, LW",66,73,1700000,4000,20,8/10/2004,164,58,2017.0,División de Fútbol Profesional,112667.0,Nacional Potosí,LB,16.0,,1/1/2023,2025.0,53,Bolivia,,,Right,2,3,1,Normal (170-),4000000.0,,,76.0,62.0,61.0,67.0,46.0,59.0,62,61,38,63,39,67,61,45,60,65,77,75,69,60,86,66,58,60,58,64,58,54,61,63,65,62,44,47,40,15,6,13,11,15,,61+2,61+2,61+2,65+0,64+0,64+0,64+0,65+0,64+2,64+2,64+2,65+2,61+2,61+2,61+2,65+2,58+2,56+2,56+2,56+2,58+2,56+2,51+2,51+2,51+2,56+2,17+2
278040,B. Woods,Benjamin Woods,"CM, LB, CDM",62,69,800000,850,22,9/27/2002,177,75,60.0,League One,1938.0,Peterborough United,RES,16.0,,8/18/2025,2029.0,14,England,,,Left,3,2,1,Normal (170-185),1600000.0,,"Long Ball Pass, Intercept",68.0,56.0,61.0,61.0,57.0,66.0,55,53,48,64,44,60,53,64,62,62,69,67,64,60,68,59,60,75,63,64,65,60,58,62,40,59,57,60,55,11,13,12,8,11,,58+2,58+2,58+2,61+0,60+0,60+0,60+0,61+0,62+2,62+2,62+2,62+2,62+2,62+2,62+2,62+2,61+2,62+2,62+2,62+2,61+2,61+2,59+2,59+2,59+2,61+2,16+2
255008,V. Popov,Viktor Popov,"RB, RM",68,71,1500000,3000,25,3/5/2000,180,82,66.0,Ekstraklasa,111083.0,Korona Kielce,SUB,26.0,,5/18/2019,2027.0,9,Bulgaria,,,Right,2,2,1,Normal (170-185),2100000.0,,,74.0,47.0,59.0,60.0,64.0,71.0,61,42,60,64,48,54,43,47,50,65,73,74,73,57,61,49,73,81,67,53,69,63,52,62,52,52,64,65,64,9,10,10,6,5,,56+2,56+2,56+2,59+0,58+0,58+0,58+0,59+0,59+2,59+2,59+2,61+2,60+2,60+2,60+2,61+2,65+2,64+2,64+2,64+2,65+2,66+2,64+2,64+2,64+2,66+2,13+2
258095,J. Aude,Julián Ezequiel Aude Bernardi,LB,67,75,2200000,3000,22,3/24/2003,180,65,39.0,Major League Soccer,697.0,LA Galaxy,SUB,3.0,,3/21/2023,2027.0,52,Argentina,,,Left,4,3,1,Lean (170-185),3700000.0,,,72.0,46.0,63.0,73.0,62.0,62.0,60,41,47,70,39,74,37,38,66,72,74,70,77,65,76,57,61,70,59,47,62,64,59,63,42,70,60,65,66,12,14,7,6,6,,58+2,58+2,58+2,65+0,63+0,63+0,63+0,65+0,66+2,66+2,66+2,66+2,66+2,66+2,66+2,66+2,67+2,66+2,66+2,66+2,67+2,65+2,62+2,62+2,62+2,65+2,15+2
261172,F. Baldassarra,Franco Pedro Baldassarra,"CM, RM, LM, RB",64,67,750000,4000,26,9/29/1998,178,75,353.0,Liga Profesional de Fútbol,112689.0,Platense,RES,32.0,,1/1/2019,2025.0,52,Argentina,,,Right,3,3,1,Lean (170-185),1200000.0,,,67.0,58.0,62.0,64.0,61.0,59.0,56,58,51,68,35,63,46,47,63,65,68,67,68,64,73,63,56,68,52,58,66,59,63,62,53,58,63,63,58,13,11,6,11,9,,61+2,61+2,61+2,63+0,63+0,63+0,63+0,63+0,64+2,64+2,64+2,64+2,64+2,64+2,64+2,64+2,63+2,63+2,63+2,63+2,63+2,62+2,60+2,60+2,60+2,62+2,17+2
230459,Tiago Pombeira,Tiago Nathan Pombeira Gesser,"CAM, CM",70,70,1800000,15000,25,2/29/2000,173,65,7.0,Série A,1035.0,Atlético Mineiro,SUB,28.0,,6/18/2025,2028.0,54,Brazil,,,Left,3,3,1,Lean (170-185),3800000.0,,,74.0,64.0,68.0,73.0,32.0,47.0,62,61,39,70,60,74,73,71,63,70,75,73,81,69,83,68,50,59,45,66,37,36,66,71,69,63,27,33,29,11,9,8,8,10,,64+2,64+2,64+2,69+0,69+0,69+0,69+0,69+0,70+0,70+0,70+0,69+1,65+2,65+2,65+2,69+1,54+2,51+2,51+2,51+2,54+2,50+2,41+2,41+2,41+2,50+2,16+2
