transaction_id,year,month,quarter,country,iso3_code,region,platform,game_edition,sales_channel,units_sold,gross_revenue_usd,discount_percentage,new_customers,returning_customers,estimated_active_players,peak_concurrent_players,online_players,story_mode_players,gta_online_players,average_playtime_hours,average_session_length_minutes,holiday_season,major_sale_event,marketing_campaign,customer_rating,review_count,refund_rate_percentage,currency,exchange_rate_to_usd,internet_penetration_percentage,gaming_market_size,population_millions,gdp_per_capita_usd,release_phase,weekend_sales_percentage,weekday_sales_percentage,season,special_event,top_game_category,platform_generation
GTA5-106460,2019,4,2,Lebanon,LBN,Asia,PS4,Standard Edition,Digital,130,2068.3,20.4,53,77,7939,675,4379,3560,4379,15.4,61.8,0,None,0,4.51,3,3.3,LBP,88300.3866,98,1.04,6.32,10271.82,Mature,51,49,Spring,None,Action-Adventure,Gen8
GTA5-112365,2024,5,2,Cambodia,KHM,Asia,PS5,Standard Edition,Digital,115,Lost,36.1,36,79,3879,210,2215,1664,2215,12.3,30.4,0,Epic Mega Sale,1,4.4,3,4.41,KHR,4107.9345,98,0.23,16.98,2147.02,Growth,45.5,54.5,Spring,Epic Mega Sale,Action-Adventure,Gen9
GTA5-107213,2019,12,4,Spain,ESP,Europe,PS3,Standard Edition,Digital,1634,19624.34,39.9,787,847,50393,2865,29075,15919,34308,15.1,52,1,Christmas,1,4.27,40,3.06,EUR,0.895,98,173.98,50.69,32502.05,Mature,52.7,47.3,Winter,Christmas,Action-Adventure,Gen7
GTA5-106724,2019,7,3,Peru,PER,South America,PS4,Standard Edition,Digital,221,Lost,34.5,105,116,7872,499,5071,2801,5071,15.8,52.3,0,Steam Summer Sale,1,4.79,5,4.39,PEN,3.6606,98,5.09,32.21,8228.05,Mature,50.3,49.7,Summer,Steam Summer Sale,Action-Adventure,Gen8
GTA5-107375,2020,1,1,Philippines,PHL,Asia,PS4,Standard Edition,Digital,1175,Lost,45.6,492,683,35565,2458,24316,11249,24316,16.5,43.3,1,New Year Sale,1,4.69,10,1.72,PHP,56.516,98,23.46,105.8,3850.08,Mature,47.7,52.3,Winter,New Year Sale,Action-Adventure,Gen8
GTA5-103618,2016,10,4,Singapore,SGP,Asia,PS4,Standard Edition,Digital,447,Lost,4.6,263,184,33836,1614,21901,8310,25843,15.7,41.5,0,None,1,4.53,10,3.77,SGD,1.3445,98,20.33,5.63,56415.52,Mature,53.3,46.7,Autumn,Bikers DLC,Action-Adventure,Gen8
GTA5-102788,2016,1,1,Ecuador,ECU,South America,Xbox 360,Premium Edition,Physical,168,Lost,53.5,102,66,2848,186,1637,1211,1637,13.3,50.1,1,New Year Sale,1,4.48,3,4.72,USD,1.0006,98,1.03,16.53,6515.02,Mature,47.1,52.9,Winter,New Year Sale,Action-Adventure,Gen7
GTA5-104994,2017,12,4,Germany,DEU,Europe,Xbox 360,Standard Edition,Digital,2385,Lost,44.8,1255,1130,55973,3722,34959,15017,41251,19,40.5,1,Christmas,1,4.3,42,2.72,EUR,0.9106,98,804.12,85.48,48995.42,Mature,45.3,54.7,Winter,Christmas,Action-Adventure,Gen7
GTA5-100129,2013,10,4,Lebanon,LBN,Asia,Xbox 360,Standard Edition,Physical,181,Lost,8,100,81,10156,659,7503,2653,7503,15.7,60.4,0,None,0,4.41,3,2.86,LBP,88620.1238,73.6,0.92,5.95,9616.94,Launch,41.2,58.8,Autumn,None,Action-Adventure,Gen7
GTA5-113561,2025,6,2,China,CHN,Asia,PC,Premium Edition,Digital,5927,Lost,67.1,1635,4292,166103,8898,96080,70023,96080,13.1,38.3,0,Steam Summer Sale,1,4.5,125,2.68,CNY,7.1254,98,4968.59,1587.66,15045.7,Legacy,53.7,46.3,Summer,Steam Summer Sale,Action-Adventure,PC
GTA5-111634,2023,10,4,Netherlands,NLD,Europe,PS4,Standard Edition,Digital,1148,16060.52,6.7,400,748,59839,3355,38990,20849,38990,16,55,0,None,0,4.62,30,2.62,EUR,0.9131,98,99.21,19.12,57908.18,Legacy,34.5,65.5,Autumn,None,Action-Adventure,Gen8
GTA5-104232,2017,5,2,Netherlands,NLD,Europe,PS3,Standard Edition,Physical,781,Lost,41.5,433,348,33550,2931,20635,12915,20635,15.6,34.9,0,Epic Mega Sale,1,4.53,11,3.59,EUR,0.8915,98,86.12,17.83,53910.04,Mature,45.3,54.7,Spring,Epic Mega Sale,Action-Adventure,Gen7
GTA5-111264,2023,6,2,Thailand,THA,Asia,Xbox Series X|S,Premium Edition,Digital,1132,Lost,54.6,414,718,23759,1662,13815,9944,13815,17.3,50,0,Steam Summer Sale,1,4.5,22,6.02,THB,34.9978,98,39.13,75.09,8141.61,Growth,44.6,55.4,Summer,Steam Summer Sale,Action-Adventure,Gen9
GTA5-109821,2022,3,1,Ukraine,UKR,Europe,PS5,Premium Edition,Digital,366,4395.66,39.9,128,238,16860,834,8882,6172,10480,16.4,51.8,0,PlayStation Sale,1,4.55,7,4.53,UAH,37.6693,98,8.26,49.75,5189.84,Launch,53.9,46.1,Spring,PlayStation Sale,Action-Adventure,Gen9
GTA5-112018,2024,2,1,Germany,DEU,Europe,Xbox Series X|S,Standard Edition,Digital,1491,20098.68,10.1,511,980,95551,5961,57732,37819,57732,16.3,40.2,0,None,0,4.43,32,4.66,EUR,0.8917,98,949.64,91.44,54090.69,Growth,35.9,64.1,Winter,None,Action-Adventure,Gen9
GTA5-113818,2025,8,3,Brazil,BRA,South America,PS5,Standard Edition,Digital,1698,14229.24,44.1,459,1239,47040,4051,35139,11901,35139,18.4,50.6,0,Rockstar Sale,1,4.76,21,2.24,BRL,5.1024,98,295.62,230.66,14304,Growth,48.8,51.2,Summer,Rockstar Sale,Action-Adventure,Gen9
GTA5-102686,2015,12,4,Peru,PER,South America,PC,Standard Edition,Digital,406,Lost,39,204,202,17083,1174,9134,6119,10778,13.9,37.6,1,Christmas,1,4.79,9,3.86,PEN,3.7573,98,4.39,30.97,7378.38,Mature,52.4,47.6,Winter,Christmas,Action-Adventure,PC
GTA5-107388,2020,1,1,Canada,CAN,North America,PS3,Premium Edition,Digital,1857,Lost,54.2,854,1003,40879,3437,24577,16302,24577,16.1,39.2,1,New Year Sale,1,4.79,45,4.74,CAD,1.3297,98,206.82,37.79,57008.48,Mature,54.2,45.8,Winter,New Year Sale,Action-Adventure,Gen7
GTA5-109489,2021,11,4,Kuwait,KWT,Asia,Xbox One,Standard Edition,Digital,564,6187.08,45.1,201,363,18220,1425,11702,6518,11702,14.2,41.1,1,Black Friday,1,4.76,16,3.64,KWD,0.3097,98,6.29,3.74,52541.15,Legacy,42.9,57.1,Autumn,Black Friday,Action-Adventure,Gen8
GTA5-109307,2021,9,3,Mexico,MEX,North America,PC,Standard Edition,Digital,1245,Lost,43.5,451,794,44317,3933,29223,15094,29223,15.6,51.4,0,Xbox Sale,1,4.65,34,0.1,MXN,18.4499,98,129.38,134.13,13701.8,Legacy,42.9,57.1,Autumn,Xbox Sale,Action-Adventure,PC
GTA5-104422,2017,7,3,Ecuador,ECU,South America,PS4,Premium Edition,Physical,158,Lost,67.4,70,88,4293,262,2514,1779,2514,12.7,37.4,0,Steam Summer Sale,1,4.6,4,4.7,USD,0.9969,98,1.09,16.81,6750.14,Mature,47.6,52.4,Summer,Steam Summer Sale,Action-Adventure,Gen8
GTA5-104878,2017,11,4,Indonesia,IDN,Asia,PS4,Premium Edition,Digital,1498,Lost,48,803,695,29296,1540,20677,8619,20677,16.4,41.8,1,Black Friday,1,4.6,15,3.24,IDR,15477.677,98,84.77,263.57,4568.66,Mature,46,54,Autumn,Black Friday,Action-Adventure,Gen8
GTA5-111583,2023,9,3,Malaysia,MYS,Asia,PS5,Standard Edition,Digital,1140,Lost,58.4,347,793,43279,2726,26981,16298,26981,14.1,36.8,0,Xbox Sale,1,4.51,28,3.79,MYR,4.6309,98,29.99,33.71,13899.14,Growth,34.6,65.4,Autumn,Xbox Sale,Action-Adventure,Gen9
GTA5-111190,2023,5,2,Portugal,PRT,Europe,Xbox Series X|S,Standard Edition,Digital,465,4473.3,35.8,138,327,22007,1429,13021,8986,13021,14.6,55.7,0,Epic Mega Sale,1,4.51,7,2.73,EUR,0.8929,98,12.35,11.2,24614.79,Growth,43.4,56.6,Spring,Epic Mega Sale,Action-Adventure,Gen9
GTA5-103508,2016,9,3,Tunisia,TUN,Africa,Xbox 360,Premium Edition,Physical,131,Lost,60.4,69,62,3255,251,2004,1251,2004,13.6,41.1,0,Xbox Sale,1,4.48,3,6.22,TND,3.0916,98,0.85,11.45,4642.09,Mature,42.5,57.5,Autumn,Xbox Sale,Action-Adventure,Gen7
GTA5-103528,2016,9,3,Cyprus,CYP,Europe,PS4,Criminal Enterprise Starter Pack,Physical,189,4284.63,43.3,109,80,7867,558,5763,2104,5763,15.1,44.3,0,Xbox Sale,1,4.44,3,1.69,EUR,0.8969,98,0.41,0.9,28181.64,Mature,51.3,48.7,Autumn,Xbox Sale,Action-Adventure,Gen8
GTA5-113176,2025,2,1,Sweden,SWE,Europe,PC,Standard Edition,Digital,606,Lost,9.3,156,450,53567,4344,37064,16503,37064,18,45.3,0,None,0,4.61,7,4.27,SEK,10.4433,98,51.95,10.96,67332.41,Legacy,50.4,49.6,Winter,None,Action-Adventure,PC
GTA5-102126,2015,7,3,Sweden,SWE,Europe,PS3,Standard Edition,Physical,730,10599.6,51.6,433,297,25094,1700,17555,7539,17555,14.7,53.8,0,Steam Summer Sale,1,4.57,18,4.85,SEK,10.3532,98,43.56,9.87,62697.06,Growth,48.7,51.3,Summer,Steam Summer Sale,Action-Adventure,Gen7
GTA5-106500,2019,4,2,Azerbaijan,AZE,Asia,PS3,Standard Edition,Physical,88,Lost,15.5,39,49,8589,737,5784,2805,5784,14,47.1,0,None,0,4.62,3,0.1,AZN,1.6907,98,1.67,10.17,8568.61,Mature,49.2,50.8,Spring,None,Action-Adventure,Gen7
GTA5-106306,2019,2,1,Bangladesh,BGD,Asia,PC,Premium Edition,Digital,228,3992.28,12.4,112,116,14958,926,8932,6026,8932,14.5,51.8,0,None,0,4.38,5,5.33,BDT,109.8727,98,7.61,167.8,1771.81,Mature,46.9,53.1,Winter,None,Action-Adventure,PC
GTA5-104911,2017,12,4,Poland,POL,Europe,Xbox One,Standard Edition,Physical,1095,30692.85,29.9,602,493,41134,2368,24936,11791,29424,15.9,46.1,1,Christmas,1,4.27,26,3.75,PLN,3.9651,98,50.56,40.1,16416.49,Mature,48.1,51.9,Winter,Christmas,Action-Adventure,Gen8
GTA5-104115,2017,3,1,Armenia,ARM,Asia,PC,Premium Edition,Digital,142,2844.26,33.2,77,65,6449,568,4328,2121,4328,14.7,46.9,0,PlayStation Sale,1,4.51,3,2.7,AMD,402.6376,98,0.18,3.04,4558.47,Mature,48.1,51.9,Spring,PlayStation Sale,Action-Adventure,PC
GTA5-100478,2014,1,1,Brazil,BRA,South America,Xbox 360,Standard Edition,Physical,1628,Lost,59.3,924,704,41277,3702,25946,15331,25946,12.9,33.6,1,New Year Sale,1,4.73,46,4.19,BRL,5.1199,75,221.88,203.21,12185.89,Launch,33.9,66.1,Winter,New Year Sale,Action-Adventure,Gen7
GTA5-110460,2022,9,3,Brazil,BRA,South America,PC,Standard Edition,Digital,1821,Lost,59.1,560,1261,63764,4082,41657,22107,41657,15.4,48.9,0,Xbox Sale,1,4.46,24,3.6,BRL,5.1081,98,279.17,223.42,13945.66,Legacy,46.9,53.1,Autumn,Xbox Sale,Action-Adventure,PC
GTA5-107724,2020,5,2,Ukraine,UKR,Europe,PS3,Premium Edition,Digital,294,3607.38,38.6,114,180,12666,713,8118,4548,8118,13.5,52.9,0,Epic Mega Sale,1,4.46,4,3,UAH,37.9175,98,7.81,48.76,5006.68,Mature,44.1,55.9,Spring,Epic Mega Sale,Action-Adventure,Gen7
GTA5-105940,2018,10,4,Luxembourg,LUX,Europe,PC,Standard Edition,Digital,183,Lost,1.6,84,99,15669,1360,10427,5242,10427,17.1,21.8,0,None,0,4.4,4,5.4,EUR,0.8936,98,1.51,0.59,114258.83,Mature,45.1,54.9,Autumn,None,Action-Adventure,PC
GTA5-105333,2018,4,2,Singapore,SGP,Asia,Xbox One,Standard Edition,Digital,340,13039,4.1,169,171,23049,1694,13579,9470,13579,15.3,49.5,0,None,0,4.53,7,3.34,SGD,1.3431,98,21.11,5.72,57657.66,Mature,38.5,61.5,Spring,None,Action-Adventure,Gen8
GTA5-111742,2023,11,4,Cyprus,CYP,Europe,Xbox One,Standard Edition,Digital,286,Lost,38.2,85,201,8982,518,6448,2534,6448,16.2,47.6,1,Black Friday,1,4.47,7,4.3,EUR,0.8992,98,0.48,0.97,30632.23,Legacy,47.2,52.8,Autumn,Black Friday,Action-Adventure,Gen8
GTA5-107817,2020,6,2,Georgia,GEO,Asia,PS3,Premium Edition,Digital,139,1070.3,61.5,57,82,5135,341,3105,2030,3105,13.9,53.8,0,Steam Summer Sale,1,4.27,3,2.1,GEL,2.759,98,0.38,4.01,5954.15,Mature,46,54,Summer,Steam Summer Sale,Action-Adventure,Gen7
GTA5-109426,2021,11,4,Australia,AUS,Oceania,PC,Premium Edition,Digital,3561,Lost,33.2,1378,2183,75160,4386,42178,32982,42178,16.7,47.1,1,Black Friday,1,4.7,58,2.91,AUD,1.5321,98,268.43,25.33,73592.75,Legacy,46.6,53.4,Autumn,Black Friday,Action-Adventure,PC
GTA5-105036,2018,1,1,Oman,OMN,Asia,PS4,Premium Edition,Physical,431,Lost,41.3,228,203,12666,972,8873,3793,8873,15.9,36.1,1,New Year Sale,1,4.22,11,2.97,OMR,0.3864,98,2,4.22,21209.19,Mature,48.4,51.6,Winter,New Year Sale,Action-Adventure,Gen8
GTA5-104175,2017,4,2,Kuwait,KWT,Asia,PS4,Standard Edition,Physical,296,Lost,20.2,162,134,16782,1044,10411,6371,10411,13.7,42.3,0,None,0,4.58,3,2.61,KWD,0.305,98,5.91,3.56,51892.21,Mature,53.3,46.7,Spring,None,Action-Adventure,Gen8
GTA5-113565,2025,6,2,South Africa,ZAF,Africa,Xbox One,Criminal Enterprise Starter Pack,Digital,838,Lost,38.4,244,594,37749,2668,24628,13121,24628,15.9,45.3,0,Steam Summer Sale,1,4.79,12,3.43,ZAR,18.9755,98,32.97,60.71,9428.98,Legacy,46.4,53.6,Summer,Steam Summer Sale,Action-Adventure,Gen8
GTA5-112978,2024,12,4,Denmark,DNK,Europe,PS4,Legacy Edition,Digital,1577,Lost,50.5,475,1102,37808,2284,22741,15067,22741,17.7,48.8,1,Christmas,1,4.59,45,4.99,DKK,6.8824,98,22.59,6.38,65076.85,Legacy,49.9,50.1,Winter,Christmas,Action-Adventure,Gen8
GTA5-113991,2025,10,4,Estonia,EST,Europe,Xbox Series X|S,Premium Edition,Digital,184,2568.64,6.9,48,136,15590,947,11424,4166,11424,15.6,46.3,0,None,0,4.41,3,3.03,EUR,0.8915,98,0.94,1.49,24572.62,Growth,48.5,51.5,Autumn,None,Action-Adventure,Gen9
GTA5-108918,2021,5,2,Chile,CHL,South America,PS4,Standard Edition,Digital,488,5080.08,47.9,201,287,18151,1013,12505,5646,12505,15.4,59.7,0,Epic Mega Sale,1,4.6,9,1.48,CLP,902.6551,98,8.68,18.62,18212.2,Legacy,40.1,59.9,Spring,Epic Mega Sale,Action-Adventure,Gen8
GTA5-108089,2020,9,3,Oman,OMN,Asia,Xbox One,Standard Edition,Digital,193,2209.85,42.7,84,109,12785,750,8499,4286,8499,15.5,43,0,Xbox Sale,1,4.58,5,2.05,OMR,0.3856,98,2.07,4.35,21222.94,Mature,47.6,52.4,Autumn,Xbox Sale,Action-Adventure,Gen8
GTA5-101943,2015,5,2,Turkey,TUR,Europe,PS4,Premium Edition,Physical,969,Lost,35.2,480,489,34563,1767,25693,8870,25693,15.4,49.7,0,Epic Mega Sale,1,4.77,11,2.36,TRY,27.0105,98,57.65,77.96,11553.8,Growth,44.4,55.6,Spring,Epic Mega Sale,Action-Adventure,Gen8
GTA5-113858,2025,9,3,Serbia,SRB,Europe,Xbox One,Standard Edition,Digital,359,Lost,41.1,102,257,18048,1400,9987,8061,9987,13.9,45.4,0,Xbox Sale,1,4.39,5,1.75,RSD,106.1676,98,1.95,8.27,8171.01,Legacy,32.7,67.3,Autumn,Xbox Sale,Action-Adventure,Gen8
GTA5-112795,2024,10,4,Austria,AUT,Europe,Xbox Series X|S,Standard Edition,Digital,383,5599.46,2.5,116,267,30563,2143,21393,9170,21393,18.5,50.4,0,None,0,4.6,5,2.64,EUR,0.8871,98,27.9,9.67,53043.84,Growth,54.8,45.2,Autumn,None,Action-Adventure,Gen9
GTA5-105306,2018,4,2,Hungary,HUN,Europe,Xbox 360,Standard Edition,Physical,194,5224.42,10.2,83,111,12853,1050,7665,5188,7665,15.2,43.5,0,None,0,4.6,4,4.77,HUF,355.3441,98,6.52,10.49,16179.55,Mature,55.2,44.8,Spring,None,Action-Adventure,Gen7
GTA5-111544,2023,9,3,United Arab Emirates,ARE,Asia,Xbox Series X|S,Premium Edition,Digital,969,Lost,59.5,312,657,33890,1902,24356,9534,24356,18.8,38.6,0,Xbox Sale,1,4.49,22,3.06,AED,3.6992,98,33.44,10.34,45936.87,Growth,44.2,55.8,Autumn,Xbox Sale,Action-Adventure,Gen9
GTA5-104923,2017,12,4,Tunisia,TUN,Africa,PC,Premium Edition,Digital,269,Lost,25.7,125,144,9941,607,5559,3317,6559,12.6,39.6,1,Christmas,1,4.56,4,2.08,TND,3.0616,98,0.9,11.61,4840.9,Mature,50.1,49.9,Winter,Christmas,Action-Adventure,PC
GTA5-107428,2020,2,1,Egypt,EGY,Africa,PC,Premium Edition,Digital,422,Lost,3.7,180,242,23289,1570,17390,5899,17390,16.8,52.4,0,None,0,4.47,3,3.4,EGP,30.7544,98,17.17,98.33,4198.12,Mature,49.9,50.1,Winter,None,Action-Adventure,PC
GTA5-104966,2017,12,4,Jordan,JOR,Asia,PS3,Standard Edition,Digital,247,Lost,42.2,118,129,7448,374,4739,1911,5592,15,44.9,1,Christmas,1,4.49,5,2.58,JOD,0.7178,98,0.65,6.86,4956.45,Mature,46.4,53.6,Winter,Christmas,Action-Adventure,Gen7
GTA5-102211,2015,8,3,Argentina,ARG,South America,PS3,Legacy Edition,Physical,488,Lost,39.9,305,183,14159,1192,10059,4100,10059,16.1,46.5,0,Rockstar Sale,1,4.49,4,3.77,ARS,354.483,98,24.65,43.2,14862.38,Growth,44.5,55.5,Summer,Rockstar Sale,Action-Adventure,Gen7
GTA5-112391,2024,6,2,France,FRA,Europe,Xbox Series X|S,Standard Edition,Digital,1791,16907.04,37,566,1225,71647,5790,53503,18144,53503,19.3,45.9,0,Steam Summer Sale,1,4.22,36,4.69,EUR,0.9051,98,578.62,74.78,50375.48,Growth,47.4,52.6,Summer,Steam Summer Sale,Action-Adventure,Gen9
GTA5-105659,2018,7,3,Colombia,COL,South America,PS4,Criminal Enterprise Starter Pack,Digital,385,Lost,53.9,197,188,15042,1001,9425,4006,11121,14.3,46.3,0,Steam Summer Sale,1,4.49,4,4.34,COP,3982.3421,98,13.6,49.91,9458.82,Mature,49.5,50.5,Summer,Steam Summer Sale,Action-Adventure,Gen8
GTA5-110359,2022,8,3,United States,USA,North America,Xbox Series X|S,Criminal Enterprise Starter Pack,Digital,3648,Lost,26.4,1239,2409,187923,11881,119657,68266,119657,16.6,34.4,0,Rockstar Sale,1,4.5,48,3.38,USD,1.0202,98,7001.66,350.93,62349.18,Launch,40,60,Summer,Rockstar Sale,Action-Adventure,Gen9
GTA5-103645,2016,11,4,Mexico,MEX,North America,PC,Legacy Edition,Digital,1474,Lost,50.2,752,722,37846,2552,23178,14668,23178,17.6,44.3,1,Black Friday,1,4.54,36,5.41,MXN,18.1884,98,109.09,127.23,12179.76,Mature,39.8,60.2,Autumn,Black Friday,Action-Adventure,PC
GTA5-107730,2020,5,2,Qatar,QAT,Asia,PS3,Premium Edition,Digital,307,Lost,35.5,112,195,15132,1051,9626,5506,9626,12.8,48.6,0,Epic Mega Sale,1,4.58,5,3.86,QAR,3.6517,98,8.82,2.38,96557.82,Mature,53,47,Spring,Epic Mega Sale,Action-Adventure,Gen7
GTA5-105275,2018,3,1,Argentina,ARG,South America,PS4,Legacy Edition,Digital,608,12640.32,48,280,328,20528,1111,11820,8708,11820,15.4,38.9,0,PlayStation Sale,1,4.63,13,0.1,ARS,353.3729,98,25.3,44.44,14825.61,Mature,47.5,52.5,Spring,PlayStation Sale,Action-Adventure,Gen8
GTA5-105701,2018,8,3,Croatia,HRV,Europe,Xbox One,Legacy Edition,Digital,268,Lost,41.5,127,141,10541,575,6999,3542,6999,16.3,59,0,Rockstar Sale,1,4.63,7,2.12,EUR,0.8944,98,1.72,4.46,15106.42,Mature,50.9,49.1,Summer,Rockstar Sale,Action-Adventure,Gen8
GTA5-102624,2015,12,4,Russia,RUS,Europe,PS4,Standard Edition,Physical,2091,50581.29,39.5,1236,855,44209,2862,26557,12916,31337,17.2,63.3,1,Christmas,1,4.48,17,4.98,RUB,90.5754,98,227.37,148.67,15930.97,Mature,46.5,53.5,Winter,Christmas,Action-Adventure,Gen8
GTA5-103225,2016,6,2,New Zealand,NZL,Oceania,PS4,Standard Edition,Physical,632,11805.76,53.3,349,283,28579,1602,19227,9352,19227,18.3,51.8,0,Steam Summer Sale,1,4.47,13,5.34,NZD,1.6268,98,11.22,4.57,42630.62,Mature,39.9,60.1,Summer,Steam Summer Sale,Action-Adventure,Gen8
GTA5-114489,2026,3,1,Mexico,MEX,North America,PC,Standard Edition,Digital,1659,Lost,56.5,399,1260,58632,4460,39640,18992,39640,18.5,46,0,PlayStation Sale,1,4.66,23,6.15,MXN,18.3507,98,153.02,140.9,15426.31,Legacy,53.4,46.6,Spring,PlayStation Sale,Action-Adventure,PC
GTA5-100213,2013,11,4,Australia,AUS,Oceania,Xbox 360,Standard Edition,Physical,3296,51088,48.3,2046,1250,66285,4509,41354,24931,41354,17,57.2,1,Black Friday,1,4.41,65,2.23,AUD,1.5097,91,230.02,23.21,68822.07,Launch,49,51,Autumn,Black Friday,Action-Adventure,Gen7
GTA5-109140,2021,8,3,Switzerland,CHE,Europe,PC,Premium Edition,Digital,1032,Lost,44.3,372,660,38455,2799,26933,11522,26933,15.7,38.6,0,Rockstar Sale,1,4.59,26,2.46,CHF,0.8766,98,50.46,8.9,88587.47,Legacy,44,56,Summer,Rockstar Sale,Action-Adventure,PC
GTA5-105725,2018,8,3,Ireland,IRL,Europe,PC,Standard Edition,Digital,724,9600.24,55.8,304,420,27915,1560,15450,12465,15450,13.3,44.4,0,Rockstar Sale,1,4.89,14,3.59,EUR,0.8934,98,12.07,4.89,51406.4,Mature,37.6,62.4,Summer,Rockstar Sale,Action-Adventure,PC
GTA5-110425,2022,9,3,Turkey,TUR,Europe,PS4,Standard Edition,Digital,988,11194.04,43.3,341,647,48783,4262,36043,12740,36043,16.6,44.5,0,Xbox Sale,1,4.83,27,3.57,TRY,27.0711,98,75.78,84.48,14015.56,Legacy,44.8,55.2,Autumn,Xbox Sale,Action-Adventure,Gen8
GTA5-102840,2016,2,1,Saudi Arabia,SAU,Asia,PS3,Criminal Enterprise Starter Pack,Physical,417,10979.61,12.2,204,213,25383,1665,18685,6698,18685,16.8,51.7,0,None,0,4.38,9,2.46,SAR,3.6806,98,60.91,31.03,25560.1,Mature,41.1,58.9,Winter,None,Action-Adventure,Gen7
GTA5-103701,2016,11,4,Qatar,QAT,Asia,Xbox 360,Standard Edition,Physical,468,8980.92,36,231,237,8778,637,6530,2248,6530,16.4,46.6,1,Black Friday,1,4.47,9,2.84,QAR,3.5952,98,8.31,2.29,94526.91,Mature,35.6,64.4,Autumn,Black Friday,Action-Adventure,Gen7
GTA5-103992,2017,2,1,Russia,RUS,Europe,PC,Standard Edition,Digital,1227,36061.53,2,576,651,48922,2953,27483,21439,27483,16,57.2,0,None,0,4.64,35,3.9,RUB,91.237,98,240.2,150.58,16616.44,Mature,40.2,59.8,Winter,None,Action-Adventure,PC
GTA5-106110,2018,12,4,Czech Republic,CZE,Europe,Xbox One,Standard Edition,Digital,873,Lost,42.8,437,436,25208,1338,16600,8608,16600,14.5,55.1,1,Christmas,1,4.9,22,3.35,CZK,22.6858,98,12.24,11.2,22771.96,Mature,36.8,63.2,Winter,Christmas,Action-Adventure,Gen8
GTA5-104962,2017,12,4,Armenia,ARM,Asia,PC,Standard Edition,Digital,338,5289.7,47.8,145,193,5024,289,3284,1202,3875,14.9,36.6,1,Christmas,1,4.39,7,4.37,AMD,403.4276,98,0.18,3.06,4677.47,Mature,50.3,49.7,Winter,Christmas,Action-Adventure,PC
GTA5-107639,2020,4,2,Cyprus,CYP,Europe,PS4,Legacy Edition,Digital,140,Lost,16.2,53,87,9469,593,5332,4137,5332,14.7,41.6,0,None,0,4.62,3,3.05,EUR,0.8884,98,0.44,0.93,29625.7,Mature,42.4,57.6,Spring,None,Action-Adventure,Gen8
GTA5-100929,2014,6,2,Cyprus,CYP,Europe,Xbox 360,Standard Edition,Physical,211,3605.99,43,119,92,6135,502,3439,2696,3439,12.8,32.7,0,Steam Summer Sale,1,4.27,4,2.91,EUR,0.9102,88.8,0.38,0.87,27384.88,Growth,46.9,53.1,Summer,Steam Summer Sale,Action-Adventure,Gen7
GTA5-107754,2020,5,2,China,CHN,Asia,Xbox One,Premium Edition,Digital,2612,34400.04,34.1,1171,1441,96873,7065,65538,31335,65538,16,29.9,0,Epic Mega Sale,1,4.38,39,1.26,CNY,7.1651,98,3673.69,1501.78,11760.69,Mature,42,58,Spring,Epic Mega Sale,Action-Adventure,Gen8
GTA5-100326,2013,12,4,Indonesia,IDN,Asia,PS3,Premium Edition,Physical,1589,20974.8,56,848,741,40519,2427,23544,16975,23544,16.3,52.4,1,Christmas,1,4.4,20,5.51,IDR,15612.4014,53.5,66.58,252.52,3745.46,Launch,47.5,52.5,Winter,Christmas,Action-Adventure,Gen7
GTA5-112141,2024,3,1,Iceland,ISL,Europe,PS4,Legacy Edition,Digital,435,Lost,59.9,150,285,12088,642,7676,4412,7676,14.9,41.5,0,PlayStation Sale,1,4.62,4,3.44,ISK,139.9533,98,0.42,0.37,58428.6,Legacy,45.1,54.9,Spring,PlayStation Sale,Action-Adventure,Gen8
GTA5-104684,2017,9,3,Portugal,PRT,Europe,PC,Premium Edition,Digital,583,10995.38,37.1,291,292,21336,1220,12668,8668,12668,14.8,55.7,0,Xbox Sale,1,4.63,9,5.07,EUR,0.9043,98,10.76,10.52,22834.38,Mature,35.2,64.8,Autumn,Xbox Sale,Action-Adventure,PC
GTA5-103709,2016,11,4,Vietnam,VNM,Asia,PS4,Standard Edition,Physical,1540,Lost,41.5,898,642,21148,1675,13601,7547,13601,15.3,38.5,1,Black Friday,1,4.73,16,2.37,VND,24504.3246,98,13.24,93.85,2594.12,Mature,42.7,57.3,Autumn,Black Friday,Action-Adventure,Gen8
GTA5-112730,2024,9,3,Lithuania,LTU,Europe,Xbox One,Premium Edition,Digital,707,Lost,45.6,212,495,15685,1210,10121,5564,10121,15.6,42.3,0,Xbox Sale,1,4.57,9,2.8,EUR,0.9071,98,1.77,3.29,20971.77,Legacy,48.2,51.8,Autumn,Xbox Sale,Action-Adventure,Gen8
GTA5-110642,2022,11,4,Russia,RUS,Europe,Xbox One,Premium Edition,Digital,1753,25611.33,26.9,610,1143,46443,3613,34163,12280,34163,17.5,36.2,1,Black Friday,1,4.57,37,4.06,RUB,90.1575,98,266.69,160.35,17324.62,Legacy,42.4,57.6,Autumn,Black Friday,Action-Adventure,Gen8
