ID,Age,Sex,EducationLevel,Country,Background,EmotionalStabilityScore,SocialEnergyScore,OpennessScore,CooperationScore,SelfDisciplineScore,ImpulseControlScore,NoveltySeekingScore,Marijuana,LSD,Mushroom,Psychotropic,Ex
353,-0.95197,0.48246,-1.22751,-0.57009,-1.10702,-1.69163,1.45421,2.44904,-0.45321,1.13407,0.52975,0.7654,2,0,1,2,0
354,-0.07854,0.48246,0.45468,0.96082,0.1144,-0.58016,1.74091,0.88309,-0.01729,-0.27607,1.29221,0.7654,1,0,0,0,0
355,-0.07854,0.48246,1.16365,0.96082,-0.31685,1.60383,-0.94779,-0.31776,-1.772,-2.04506,1.29221,1.92173,0,0,0,0,1
356,0.49788,0.48246,1.16365,0.96082,-0.31685,-0.34799,-0.15487,-1.27553,0.43852,1.46191,-0.21712,-0.84637,0,0,0,0,0
357,-0.95197,0.48246,-0.61113,0.24923,0.1144,0.62967,0.16767,0.58331,-0.15487,-2.04506,-1.37983,0.40148,1,0,0,0,1
358,-0.95197,-0.48246,-0.05921,-0.09765,-1.10702,1.23461,-1.92173,0.29338,0.13136,-0.52745,-0.71126,1.2247,2,1,1,1,1
359,2.59171,0.48246,1.98437,0.24923,-0.31685,-0.46725,0.32197,0.44585,-0.15487,1.46191,-0.21712,-0.21575,0,0,0,0,0
360,-0.95197,-0.48246,-0.61113,-0.57009,-1.10702,-0.67825,0.00332,1.06238,-1.21213,-1.5184,1.29221,0.40148,2,1,1,1,0
361,-0.95197,-0.48246,-0.61113,-0.57009,-1.10702,1.02119,-0.80615,0.88309,-0.30172,1.13407,-0.21712,0.7654,2,1,1,0,1
362,-0.07854,-0.48246,1.16365,-0.46841,-1.10702,0.31287,-0.69509,0.14143,-1.21213,-0.27607,-0.21712,-0.21575,2,0,1,2,0
363,0.49788,0.48246,-1.22751,0.21128,-0.31685,0.41667,-0.57545,-0.58331,-0.15487,0.25953,-1.37983,-1.54858,0,0,0,0,0
364,0.49788,0.48246,-0.61113,0.96082,-0.31685,0.04257,0.80523,-0.31776,1.2861,0.7583,-1.37983,-1.18084,0,0,0,0,0
365,0.49788,0.48246,-0.61113,0.96082,0.1144,-0.46725,-0.80615,-1.68062,0.28783,0.7583,-0.21712,-2.07848,1,0,0,0,0
366,-0.07854,0.48246,0.45468,-0.57009,0.1144,-0.46725,-1.92173,1.88511,-0.91699,0.25953,0.19268,1.92173,1,0,0,0,0
367,0.49788,0.48246,0.45468,0.96082,-0.31685,-0.05188,-0.94779,-0.71727,-0.15487,0.7583,-1.37983,-1.54858,0,0,0,0,0
368,1.09449,0.48246,0.45468,0.96082,-1.10702,1.37297,0.32197,-0.31776,0.28783,-0.78155,0.19268,0.40148,2,0,0,0,1
369,-0.95197,-0.48246,-0.61113,-0.09765,-1.10702,0.82562,1.2861,1.24033,-0.60633,-1.0145,0.19268,0.40148,2,2,1,2,1
370,1.82213,-0.48246,1.16365,-0.57009,-1.10702,-0.67825,0.00332,1.24033,1.2861,0.41594,0.19268,0.07987,2,0,1,0,0
371,-0.95197,-0.48246,-0.61113,-0.57009,-1.10702,0.91093,0.32197,1.88511,-1.07533,-0.78155,-0.21712,0.40148,2,1,1,2,1
372,1.09449,-0.48246,-0.61113,-0.57009,-0.31685,-0.67825,-1.23177,-0.01928,-2.5383,-2.90161,-0.21712,1.2247,0,0,0,0,0
373,-0.95197,-0.48246,-1.22751,0.96082,-1.10702,0.73545,0.80523,-0.01928,-0.91699,1.13407,0.52975,0.7654,2,0,0,0,1
374,-0.07854,0.48246,0.45468,0.96082,-0.31685,-1.55078,2.127,-2.21069,-0.91699,-0.14277,1.29221,-0.21575,0,0,0,0,0
375,1.09449,0.48246,1.16365,0.96082,-0.31685,-1.32828,-0.57545,-0.58331,1.81866,0.12331,-0.71126,-1.18084,0,0,0,0,0
376,-0.95197,-0.48246,-0.05921,-0.57009,-1.10702,1.13281,-1.6334,1.06238,-0.91699,-1.38502,1.29221,0.7654,2,2,2,2,1
377,0.49788,-0.48246,1.98437,0.96082,-0.31685,-0.34799,-0.15487,-0.17779,0.59042,-1.64101,0.52975,-0.21575,0,0,0,0,0
378,1.09449,0.48246,0.45468,0.96082,-0.31685,-1.05308,0.63779,-0.97631,0.76096,-0.52745,-1.37983,-2.07848,0,0,0,0,0
379,1.09449,-0.48246,0.45468,-0.57009,0.1144,-0.14882,-0.57545,-0.58331,0.13136,0.41594,-0.71126,-0.84637,1,0,0,2,0
380,1.09449,0.48246,0.45468,0.96082,-0.31685,-0.79151,-0.30033,-0.58331,-1.07533,-0.14277,-1.37983,-1.18084,0,0,0,0,0
381,-0.07854,-0.48246,-0.05921,0.24923,-0.31685,1.23461,-0.43999,-0.17779,-0.45321,0.12331,-0.71126,-0.84637,2,2,0,0,1
382,-0.07854,-0.48246,-2.43591,0.96082,-0.31685,0.13606,-0.94779,-1.42424,-0.76096,-0.27607,-0.21712,-0.21575,0,0,0,0,0
383,-0.95197,-0.48246,-0.61113,-0.28519,0.1144,1.02119,-0.15487,-0.01928,-1.34289,-0.89891,-1.37983,0.07987,1,0,0,2,1
384,0.49788,0.48246,-0.05921,0.96082,-0.31685,0.04257,0.32197,-1.27553,0.76096,0.7583,-1.37983,-1.18084,0,0,0,0,0
385,1.82213,0.48246,-0.05921,0.96082,-0.31685,-0.67825,0.63779,-0.01928,-0.76096,-0.40581,-0.21712,0.07987,0,0,0,0,0
386,-0.07854,-0.48246,1.16365,-0.57009,-0.31685,-0.58016,-0.69509,0.29338,-0.01729,-1.0145,-0.71126,-1.18084,2,1,1,2,0
387,0.49788,-0.48246,-0.05921,-0.28519,-0.31685,-1.1943,-0.80615,0.7233,-0.45321,0.25953,1.29221,-0.21575,0,0,0,0,0
388,0.49788,-0.48246,1.98437,0.96082,-0.31685,-0.58016,0.00332,0.88309,-2.70172,-0.27607,-0.71126,0.07987,0,0,0,0,0
389,-0.07854,-0.48246,1.16365,0.96082,-0.31685,-0.79151,0.47617,1.06238,-0.45321,1.13407,-1.37983,-0.84637,0,0,0,0,0
390,-0.95197,-0.48246,-0.61113,-0.57009,-1.10702,0.91093,0.00332,1.06238,-1.21213,-0.78155,0.52975,1.92173,2,1,0,0,1
391,1.09449,0.48246,0.45468,0.96082,-0.31685,0.04257,-1.92173,-1.42424,1.45039,0.93949,-1.37983,-0.52593,0,0,0,0,0
392,-0.95197,0.48246,-1.7379,0.96082,-0.31685,-1.1943,-0.57545,-1.97495,-0.30172,-0.14277,1.86203,0.7654,0,0,0,0,0
393,-0.95197,-0.48246,-1.22751,-0.57009,-1.10702,1.23461,-0.43999,1.43533,-1.07533,0.12331,-0.71126,0.40148,2,1,0,2,1
394,1.82213,-0.48246,0.45468,0.96082,-0.31685,-0.14882,1.2861,0.44585,0.13136,1.13407,0.52975,0.40148,0,0,0,0,0
395,-0.95197,-0.48246,-0.61113,-0.57009,0.1144,-0.24649,0.47617,-0.17779,-1.07533,0.12331,-0.71126,1.2247,1,0,1,1,0
396,1.09449,-0.48246,0.45468,0.96082,-0.31685,-1.1943,-0.15487,-1.27553,1.45039,0.41594,-0.71126,0.07987,0,0,0,0,0
397,-0.95197,-0.48246,0.45468,-0.57009,-1.10702,1.23461,-0.69509,2.90161,3.46436,-0.78155,0.88113,1.92173,2,1,1,0,1
398,-0.95197,0.48246,0.45468,-0.57009,-1.10702,0.73545,0.00332,-0.31776,0.13136,-0.52745,1.29221,1.2247,2,1,2,1,1
399,0.49788,0.48246,0.45468,0.96082,-0.31685,-0.92104,0.00332,-1.11902,-1.6209,-0.00665,0.19268,0.40148,0,0,0,0,0
400,-0.07854,-0.48246,1.98437,0.96082,-0.31685,-0.14882,0.32197,-0.17779,0.13136,0.58489,-1.37983,-1.54858,0,0,0,0,0
401,1.09449,0.48246,-0.05921,0.96082,-0.31685,-0.79151,-0.57545,-0.45174,-0.45321,0.7583,0.19268,-1.18084,0,0,0,0,0
402,-0.07854,0.48246,0.45468,-0.57009,-1.10702,-0.67825,-1.6334,-0.31776,-1.47955,-1.13788,-1.37983,-1.18084,2,0,0,0,0
403,1.82213,-0.48246,-0.05921,0.96082,-0.31685,-0.46725,-1.50796,-1.55521,0.76096,-0.40581,0.19268,-0.21575,0,0,0,0,0
404,-0.07854,-0.48246,0.45468,0.96082,-0.31685,-0.67825,0.96248,-1.68062,0.76096,0.7583,-0.21712,-0.52593,0,0,0,0,0
405,-0.95197,-0.48246,-0.61113,-0.57009,0.1144,0.62967,-0.80615,-0.17779,-1.34289,-0.65253,-1.37983,-0.84637,1,1,1,1,1
406,-0.07854,0.48246,0.45468,0.96082,-0.31685,-0.34799,0.00332,-0.97631,0.13136,-1.38502,-0.71126,-0.52593,0,0,0,0,0
407,-0.07854,0.48246,1.16365,0.96082,-0.31685,0.31287,0.63779,-0.97631,-1.07533,0.7583,0.19268,1.92173,0,0,0,0,0
408,-0.95197,-0.48246,-0.61113,-0.57009,-1.10702,0.31287,0.47617,0.88309,-0.76096,0.25953,-0.71126,-0.21575,2,0,1,1,0
409,-0.95197,-0.48246,-0.61113,-0.57009,-1.10702,1.49158,-1.09207,-0.01928,-2.21844,-1.38502,-0.71126,0.7654,2,1,1,1,1
410,1.09449,-0.48246,0.45468,0.96082,0.1144,1.37297,-1.7625,0.7233,-0.91699,0.12331,-0.21712,-0.52593,1,0,0,0,1
411,-0.07854,-0.48246,0.45468,0.96082,-0.31685,0.31287,-0.30033,-1.68062,0.28783,0.12331,-0.71126,-1.18084,0,0,0,0,0
412,-0.95197,-0.48246,-0.61113,-0.28519,-1.10702,2.127,0.32197,0.29338,-0.30172,-0.27607,0.88113,0.7654,2,2,0,1,2
413,-0.07854,0.48246,0.45468,0.96082,-0.31685,0.31287,0.96248,-0.01928,-0.91699,1.63088,0.19268,0.40148,0,0,0,0,0
414,1.82213,-0.48246,0.45468,0.96082,-0.31685,0.52135,1.11406,-0.31776,1.11406,0.93949,-0.21712,0.07987,0,0,0,0,0
415,-0.95197,-0.48246,0.45468,0.96082,0.1144,-0.34799,0.63779,1.24033,-0.91699,-0.52745,-0.21712,0.07987,1,0,0,0,0
416,0.49788,-0.48246,0.45468,0.96082,-0.31685,0.52135,1.11406,-0.31776,-0.60633,0.12331,0.19268,0.7654,0,0,0,0,0
417,-0.07854,-0.48246,-0.05921,0.21128,0.1144,0.82562,0.47617,0.88309,0.43852,0.7583,-0.71126,-0.21575,1,1,0,1,1
418,1.09449,-0.48246,1.16365,0.96082,-0.31685,0.41667,1.58487,1.24033,0.13136,1.30612,-1.37983,-1.18084,0,0,0,0,0
419,-0.07854,0.48246,1.16365,0.96082,-0.31685,-0.34799,1.74091,0.29338,0.59042,1.30612,0.19268,-0.52593,0,0,0,0,0
420,2.59171,-0.48246,-0.61113,0.24923,-0.31685,-0.14882,-0.43999,-0.97631,0.13136,0.12331,1.29221,-0.21575,0,0,0,0,0
421,-0.07854,0.48246,1.98437,0.96082,-0.31685,0.04257,0.32197,-0.84732,-0.01729,0.41594,-1.37983,-0.84637,0,0,0,0,0
422,-0.95197,-0.48246,-0.61113,-0.57009,-0.31685,-0.67825,1.45421,1.43533,-0.60633,-0.14277,0.88113,1.2247,0,0,0,0,0
423,-0.07854,0.48246,-0.05921,0.96082,-0.31685,-0.46725,0.00332,-0.97631,-0.45321,0.93949,0.52975,-0.52593,0,0,0,0,0
424,-0.95197,-0.48246,0.45468,-0.57009,-1.10702,2.28554,0.63779,0.14143,-1.07533,1.30612,-0.21712,0.40148,2,2,0,1,2
425,-0.95197,0.48246,-0.61113,-0.57009,0.1144,-0.05188,-0.80615,0.7233,2.23427,1.13407,0.52975,1.2247,1,0,0,1,0
426,-0.07854,-0.48246,-1.22751,-0.28519,-1.10702,1.72012,1.58487,0.29338,-1.47955,-0.00665,-0.21712,0.7654,2,2,0,1,2
427,-0.95197,-0.48246,-0.61113,0.21128,0.1144,-0.14882,-0.43999,1.06238,0.13136,-1.38502,-0.21712,0.7654,1,0,0,0,0
428,0.49788,0.48246,0.45468,-0.09765,-0.31685,-1.86962,0.16767,-0.31776,-0.30172,0.41594,0.88113,1.2247,0,0,0,0,0
429,1.09449,-0.48246,0.45468,0.96082,-0.31685,-2.05048,0.80523,-1.42424,0.94156,0.25953,0.52975,0.40148,0,0,0,0,0
430,-0.95197,0.48246,0.45468,0.96082,-0.31685,-0.92104,1.2861,0.58331,0.13136,0.41594,0.88113,0.07987,0,0,0,0,0
431,-0.95197,-0.48246,-0.61113,-0.57009,-1.10702,0.04257,-0.43999,2.15324,-1.92595,2.33337,1.29221,1.92173,2,1,1,1,0
432,0.49788,0.48246,-0.05921,-0.57009,-1.10702,0.52135,-1.92173,0.88309,0.28783,-1.78169,0.88113,-1.18084,2,0,0,0,0
433,-0.07854,-0.48246,1.16365,0.96082,-0.31685,-1.1943,-1.7625,0.44585,0.28783,0.58489,-1.37983,-0.84637,0,0,0,0,0
434,1.09449,0.48246,0.45468,0.96082,-0.31685,-0.67825,0.80523,-0.01928,0.13136,-0.14277,-0.21712,0.07987,0,0,0,0,0
435,-0.95197,0.48246,-0.05921,-0.57009,-1.10702,1.02119,0.00332,2.44904,-0.60633,-2.18109,0.88113,1.2247,2,1,1,1,1
436,-0.95197,-0.48246,-0.61113,0.96082,-1.10702,1.23461,0.96248,1.65653,-0.60633,0.12331,1.86203,1.2247,2,1,0,1,1
437,-0.95197,-0.48246,-0.61113,-0.28519,0.1144,1.02119,-1.6334,-0.01928,-1.07533,-1.0145,0.19268,0.7654,1,1,0,2,1
438,-0.07854,-0.48246,0.45468,-0.57009,-1.10702,1.23461,-0.94779,1.06238,-0.30172,0.58489,-0.21712,0.07987,2,1,1,0,1
439,-0.07854,0.48246,1.16365,0.96082,-1.10702,2.46262,0.80523,1.24033,1.2861,0.41594,0.19268,1.2247,2,0,1,1,2
440,-0.95197,0.48246,0.45468,0.96082,-1.10702,-0.24649,1.93886,0.58331,-1.47955,0.12331,1.29221,1.92173,2,0,0,0,0
441,0.49788,0.48246,-0.61113,0.96082,-0.31685,-2.75696,0.16767,-1.82919,-0.45321,0.41594,-1.37983,-0.52593,0,0,0,0,0
442,1.82213,-0.48246,1.98437,-0.28519,0.1144,-1.32828,1.2861,0.58331,1.11406,0.7583,0.52975,0.07987,1,0,1,0,0
443,-0.07854,0.48246,1.16365,0.96082,-0.31685,0.13606,0.63779,-0.71727,1.61108,1.13407,-1.37983,-1.18084,0,0,0,0,0
444,-0.95197,-0.48246,-0.61113,-0.57009,0.1144,1.13281,2.127,1.88511,-0.60633,-1.25773,1.86203,1.92173,1,1,1,1,1
445,-0.95197,0.48246,-0.61113,-0.57009,-1.10702,1.98437,1.2861,1.43533,0.76096,2.04506,0.52975,1.2247,2,0,0,1,2
446,-0.95197,-0.48246,-0.05921,0.96082,0.1144,0.73545,0.63779,-1.82919,-1.07533,-0.89891,0.88113,0.40148,1,0,1,1,1
447,-0.07854,-0.48246,0.45468,0.96082,-0.31685,-0.14882,0.16767,-1.55521,-0.76096,-0.40581,0.52975,-0.21575,0,0,0,0,0
448,-0.95197,-0.48246,-0.61113,-0.28519,-1.10702,0.52135,-0.30033,0.88309,1.11406,-1.0145,-0.71126,-0.21575,2,0,1,0,0
449,2.59171,-0.48246,-2.43591,0.96082,-0.31685,-0.58016,-1.09207,-2.39883,-0.91699,-0.65253,-1.37983,-2.07848,0,0,0,0,0
450,1.09449,-0.48246,-0.61113,-0.57009,-1.10702,-0.14882,-0.15487,0.44585,-0.15487,0.12331,0.19268,-0.21575,2,1,2,0,0
451,-0.07854,0.48246,-0.61113,-0.57009,0.1144,-0.34799,1.11406,0.7233,-0.30172,0.7583,-0.21712,1.2247,1,0,0,0,0
452,-0.95197,0.48246,-1.7379,0.96082,-0.31685,-0.67825,-2.44904,1.06238,-0.76096,-2.18109,-0.21712,-0.84637,0,0,0,1,0
453,-0.95197,0.48246,-0.61113,0.96082,-0.31685,-0.46725,-2.72827,-1.11902,-0.45321,-2.42317,-0.71126,-0.84637,0,0,0,0,0
454,-0.07854,0.48246,-0.05921,0.96082,0.1144,-0.46725,1.11406,-0.01928,-0.01729,-0.00665,-0.21712,1.2247,1,0,0,0,0
455,-0.95197,-0.48246,-0.61113,-0.09765,0.1144,0.91093,1.74091,0.7233,0.13136,0.41594,0.88113,1.92173,1,2,2,0,1
456,-0.07854,-0.48246,1.16365,0.96082,-0.31685,-0.67825,-1.23177,-0.17779,-0.76096,0.12331,-0.21712,-0.21575,0,0,0,0,0
457,-0.95197,-0.48246,-0.61113,-0.57009,-0.31685,-0.05188,-0.15487,2.44904,-1.07533,-1.5184,1.86203,1.92173,2,0,1,1,0
458,0.49788,-0.48246,1.98437,-0.28519,-0.31685,0.41667,-0.15487,0.88309,-1.07533,-0.40581,-0.21712,-0.21575,0,0,0,0,0
459,-0.95197,0.48246,0.45468,0.96082,-0.31685,-2.75696,0.47617,0.44585,0.94156,0.12331,-0.21712,0.40148,0,0,0,0,0
460,0.49788,0.48246,-1.22751,0.96082,-0.31685,-1.43907,-0.80615,0.7233,-0.91699,0.25953,-0.71126,-0.21575,0,0,0,0,0
461,-0.07854,0.48246,0.45468,-0.57009,-0.31685,-0.46725,1.45421,0.58331,1.2861,1.63088,0.52975,0.7654,0,0,0,0,0
462,-0.95197,0.48246,-1.43719,-0.57009,0.1144,0.22393,-1.92173,-0.01928,1.11406,-0.78155,-0.21712,1.92173,1,0,0,2,0
463,-0.95197,-0.48246,-0.61113,-0.57009,-1.10702,-0.14882,0.80523,0.88309,0.59042,-0.78155,0.19268,0.07987,2,1,1,1,0
464,-0.07854,0.48246,1.16365,0.96082,-0.31685,-0.14882,0.32197,-0.17779,0.43852,0.41594,0.19268,-0.21575,0,0,0,0,0
465,-0.95197,0.48246,-0.61113,-0.57009,-1.10702,1.72012,0.47617,0.14143,1.45039,-0.27607,-0.21712,1.2247,2,0,1,1,1
466,1.09449,0.48246,-0.05921,0.96082,-0.31685,-0.46725,0.63779,-1.55521,0.28783,0.93949,0.19268,0.07987,0,0,0,0,0
467,0.49788,0.48246,-0.61113,-0.28519,-0.31685,0.62967,0.16767,0.44585,-0.91699,0.12331,1.29221,1.2247,2,0,0,1,1
468,1.09449,-0.48246,0.45468,0.96082,-0.31685,0.04257,1.58487,0.14143,-0.30172,0.7583,0.19268,0.40148,0,0,0,0,0
469,-0.07854,-0.48246,-1.7379,0.96082,-0.31685,1.13281,-1.37639,0.14143,0.76096,-0.40581,-0.21712,1.2247,2,0,0,1,1
470,0.49788,0.48246,0.45468,0.24923,-1.10702,0.91093,0.00332,-0.17779,-0.60633,-0.52745,0.88113,0.7654,2,2,1,2,1
471,1.09449,0.48246,1.16365,0.96082,-0.31685,0.41667,0.00332,-0.45174,0.28783,0.12331,-1.37983,-0.52593,0,0,0,0,0
472,-0.07854,0.48246,-0.05921,0.96082,-0.31685,-0.92104,1.11406,-1.42424,0.28783,-0.00665,-0.71126,-0.84637,0,0,0,0,0
473,-0.07854,0.48246,0.45468,-0.09765,0.1144,1.8399,-2.32338,0.29338,-1.07533,-0.89891,-0.71126,-0.52593,1,0,1,1,2
474,-0.07854,0.48246,0.45468,-0.57009,-1.10702,-0.05188,-0.30033,1.43533,-0.30172,1.46191,-0.21712,0.40148,2,0,1,0,0
475,0.49788,-0.48246,-0.05921,0.96082,-0.31685,0.22393,-0.43999,0.14143,-0.01729,-0.00665,-0.71126,-0.52593,0,0,0,0,0
476,-0.95197,-0.48246,-0.61113,-0.57009,-1.10702,1.23461,-0.15487,0.7233,0.94156,-0.27607,-0.71126,0.40148,2,2,0,2,1
477,1.82213,0.48246,-0.05921,0.96082,-0.31685,-1.69163,-0.69509,-1.11902,-0.45321,-0.40581,-1.37983,-2.07848,0,0,0,0,0
478,0.49788,-0.48246,1.16365,0.96082,-0.31685,0.31287,0.47617,-0.71727,0.13136,0.93949,-0.21712,-0.52593,0,0,0,0,0
479,-0.07854,0.48246,0.45468,0.96082,-0.31685,-1.69163,0.32197,1.43533,0.94156,-0.27607,-0.71126,-0.21575,0,0,0,0,0
480,-0.07854,0.48246,0.45468,-0.57009,-1.10702,0.22393,-1.50796,0.14143,0.28783,0.25953,-0.21712,0.7654,2,0,0,0,0
481,1.09449,0.48246,-0.05921,0.21128,-0.31685,-0.92104,-0.15487,-1.27553,0.94156,0.12331,-1.37983,-1.54858,0,0,0,0,0
482,0.49788,-0.48246,-0.05921,0.96082,-0.31685,-2.3436,-0.30033,0.14143,-0.15487,-0.27607,-0.21712,-0.84637,0,0,0,0,0
483,1.09449,-0.48246,-1.22751,0.96082,-0.31685,-0.14882,0.96248,-0.01928,0.43852,0.93949,0.19268,0.40148,0,0,0,0,0
484,-0.95197,-0.48246,-0.61113,-0.57009,-1.10702,0.62967,0.00332,0.58331,-0.15487,-0.52745,0.19268,1.2247,2,1,1,1,1
485,-0.95197,0.48246,-1.22751,0.96082,-0.31685,-0.79151,-0.15487,-0.71727,-0.60633,0.25953,-0.21712,-0.21575,0,0,0,0,0
486,1.82213,-0.48246,-1.22751,0.96082,-0.31685,-0.24649,-0.80615,-0.97631,0.59042,0.25953,-1.37983,-1.18084,0,0,0,0,0
487,0.49788,0.48246,1.98437,0.96082,-0.31685,0.13606,0.96248,-0.97631,1.61108,2.04506,-0.21712,-0.52593,0,0,0,0,0
488,2.59171,-0.48246,1.98437,0.96082,-0.31685,0.52135,-0.15487,-0.45174,-1.47955,1.81175,-0.71126,-1.54858,0,0,0,0,0
489,-0.95197,-0.48246,-0.61113,-0.57009,-1.10702,1.37297,-0.94779,-0.31776,0.43852,-0.14277,-0.21712,0.7654,2,1,2,2,1
490,-0.07854,0.48246,1.16365,0.96082,-0.31685,0.31287,1.2861,-1.82919,0.13136,0.7583,-0.71126,-0.84637,0,0,0,0,0
491,-0.07854,-0.48246,-1.43719,0.24923,0.1144,0.73545,-0.80615,-0.45174,-1.92595,-1.64101,0.19268,-0.52593,1,0,1,0,1
492,0.49788,-0.48246,-0.05921,-0.28519,0.1144,0.13606,1.11406,0.58331,-0.01729,0.12331,-0.71126,0.40148,1,1,2,0,0
493,0.49788,-0.48246,1.98437,0.96082,-0.31685,1.60383,-0.94779,-1.55521,1.81866,0.58489,-2.55524,-0.84637,2,0,0,0,1
494,0.49788,0.48246,-0.61113,-0.57009,-1.10702,-0.14882,-1.50796,0.44585,0.76096,-0.27607,-0.21712,0.7654,2,0,0,1,0
495,-0.95197,-0.48246,-0.61113,-0.57009,-1.10702,1.37297,-0.43999,-0.01928,-1.772,-1.0145,0.88113,0.7654,2,1,1,1,1
496,-0.95197,0.48246,-0.61113,-0.57009,-0.31685,1.98437,-1.23177,-0.45174,0.94156,-0.14277,0.88113,1.2247,0,2,1,0,2
497,-0.95197,0.48246,0.45468,0.96082,0.1144,1.02119,0.80523,-0.97631,0.94156,-0.65253,0.52975,0.07987,1,0,0,1,1
498,0.49788,0.48246,-0.05921,0.96082,-0.31685,0.31287,0.16767,-0.45174,0.59042,-0.78155,-0.71126,-0.21575,0,0,0,0,0
499,-0.07854,0.48246,1.98437,-0.57009,-1.10702,1.49158,0.80523,-0.31776,-0.15487,0.93949,-0.21712,-0.52593,2,0,0,0,1
500,-0.95197,-0.48246,-0.61113,-0.57009,0.1144,1.37297,1.74091,1.06238,0.28783,-1.0145,0.88113,0.7654,1,2,2,1,1
501,-0.95197,-0.48246,-2.43591,-0.57009,-1.10702,0.91093,-0.69509,0.29338,-0.60633,-0.14277,-1.37983,-0.84637,2,0,1,0,1
502,-0.95197,-0.48246,-0.61113,-0.57009,-1.10702,1.13281,0.96248,-0.17779,-0.30172,-0.27607,1.29221,0.7654,2,1,1,1,1
503,-0.07854,0.48246,0.45468,0.96082,-0.31685,-0.79151,-2.11437,-0.97631,1.11406,-0.65253,-1.37983,-0.84637,0,0,0,0,0
504,-0.95197,-0.48246,-0.61113,-0.57009,0.1144,0.82562,-0.57545,-0.31776,-1.47955,-0.89891,-1.37983,0.7654,1,1,0,1,1
505,0.49788,-0.48246,0.45468,0.96082,-0.31685,0.13606,0.32197,-0.84732,1.81866,-0.40581,-0.71126,-1.18084,0,0,0,0,0
506,0.49788,-0.48246,-0.05921,0.96082,-1.10702,-0.58016,1.45421,-1.27553,-0.45321,-0.00665,-0.21712,0.07987,0,0,0,0,0
507,-0.95197,0.48246,-0.61113,0.96082,-0.31685,-0.92104,-1.7625,0.14143,-0.76096,-2.42317,-0.71126,-2.07848,0,0,0,0,0
508,-0.07854,-0.48246,-0.05921,-0.57009,-1.10702,1.37297,0.96248,-0.17779,-0.45321,0.7583,0.19268,-0.21575,2,0,0,0,1
509,-0.07854,0.48246,1.16365,0.21128,-0.31685,-0.24649,-0.30033,-1.27553,1.81866,-0.27607,-1.37983,-1.18084,0,0,0,0,0
510,-0.07854,0.48246,0.45468,-0.57009,0.1144,-2.75696,0.96248,1.24033,0.76096,-0.27607,-0.21712,0.07987,2,1,1,2,0
511,0.49788,-0.48246,0.45468,-0.28519,-0.31685,-2.75696,-0.57545,0.88309,-1.6209,-0.40581,-0.21712,0.7654,0,0,0,0,0
512,1.09449,0.48246,1.98437,0.96082,-0.31685,-0.58016,0.47617,0.58331,0.28783,-0.14277,-0.21712,-2.07848,0,0,0,0,0
513,-0.95197,0.48246,-0.61113,0.96082,0.1144,-0.67825,1.45421,1.06238,-1.772,-0.89891,1.29221,1.2247,1,1,1,1,0
514,-0.07854,0.48246,1.16365,0.96082,-0.31685,0.13606,-1.23177,-0.71727,-0.91699,-0.00665,-0.71126,-0.52593,0,0,0,0,0
515,-0.95197,-0.48246,0.45468,0.96082,-1.10702,2.28554,-0.43999,0.14143,-0.30172,-0.00665,0.88113,0.40148,2,0,1,0,2
516,0.49788,0.48246,-0.61113,-0.57009,-0.31685,-0.92104,-1.92173,-2.39883,1.11406,0.25953,-0.21712,-1.54858,0,0,0,0,0
517,0.49788,-0.48246,-1.43719,0.96082,0.1144,-0.24649,-0.15487,-0.31776,-0.30172,-0.65253,-0.21712,0.07987,2,0,0,0,0
518,0.49788,0.48246,-1.7379,0.96082,-1.10702,-2.05048,0.96248,-0.58331,0.76096,-0.27607,-1.37983,-1.18084,2,0,0,0,0
519,1.09449,-0.48246,-1.7379,0.96082,-0.31685,0.52135,0.32197,-0.58331,0.94156,-0.27607,-0.21712,-0.21575,0,0,0,0,0
520,1.09449,-0.48246,-0.05921,-0.57009,-0.31685,-0.24649,-0.15487,-0.17779,-1.92595,-1.0145,0.52975,0.40148,0,0,0,0,0
521,-0.07854,-0.48246,0.45468,-0.28519,-1.10702,1.23461,0.63779,1.06238,-0.45321,0.7583,0.19268,1.2247,2,1,2,2,1
522,0.49788,0.48246,1.98437,0.96082,-0.31685,-0.05188,-0.43999,-0.71727,0.59042,0.93949,-0.71126,-0.84637,0,0,0,0,0
523,-0.95197,-0.48246,-0.61113,-0.28519,-1.10702,-0.05188,1.58487,-0.01928,-1.21213,2.04506,-0.21712,0.7654,2,0,0,0,0
524,-0.07854,-0.48246,-0.61113,-0.57009,0.1144,-0.79151,-1.23177,0.44585,-0.76096,-1.38502,0.19268,-1.18084,1,0,0,2,0
525,-0.07854,0.48246,0.45468,0.96082,-0.31685,-2.05048,-0.80615,-0.31776,-0.45321,-0.65253,-0.21712,-0.21575,0,0,0,0,0
526,-0.95197,-0.48246,0.45468,0.96082,0.1144,-0.67825,-0.43999,0.58331,0.28783,-0.52745,0.52975,0.7654,1,0,0,1,0
527,1.09449,0.48246,-0.05921,0.96082,-0.31685,-1.86962,-0.30033,-0.31776,1.2861,0.58489,-1.37983,-0.21575,0,0,0,0,0
528,-0.07854,0.48246,-0.61113,-0.57009,-1.10702,-1.43907,-0.15487,0.7233,0.59042,1.46191,-1.37983,-1.18084,2,0,0,0,0
